id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
8431834,Wolfsbane Say my Name,0 min, Action,20 avril 2018 ,"4,6",14
7721742,The Lease,96 min, Horreur,22 août 2018 ,"4,4",238
2371900,The Fever and the Fret,76 min, Drame Fantastique,2018,"7,9",65
9108390,The Prince of Tennis Best Games!!,2018201846 min, Animation Sport,24 août 2018 ,"7,5",25
4682128,Redrum,101 min, Thriller,10 août 2018 ,"4,2",38
5836576,The Pinch,83 min, Action Policier Thriller,16 août 2018 ,"5,7",115
21611570,My Name Is Ivy,0 min, Thriller,1 novembre 2018 ,,
9024440,A Meowy Halloween,2018201850 min, Comédie Famille Horreur,9 septembre 2018 ,"5,3",56
8808166,The Cage,83 min, Drame Fantastique Science-fiction,,"4,8",18
14554132,Rage,127 min, Drame,2018,,
8601284,Lada Kamenski,71 min, Comédie Drame,4 mars 2018 ,"6,8",120
4346036,American Huaso,82 min, Comédie Romantique Western,27 septembre 2018 ,"5,0",23
8665806,Cuban Colony,129 min, Action Comédie Thriller,6 juillet 2018 ,"5,5",55
6096216,Lonely Hearts Club,82 min, Drame,11 mai 2018 ,,
9124532,Arada,65 min, Comédie,8 mars 2018 ,"7,0",111
9077694,Lisa!,81 min, Drame,25 octobre 2018 ,"6,3",23
8835670,Timeless,60 min, Drame,13 septembre 2018 ,"4,3",31
8396182,Aurora,98 min, Comédie Drame Mystère,26 septembre 2018 ,"7,1",184
7250474,Amanogawa,102 min, Drame,30 octobre 2018 ,"5,8",5
7925636,Ténèbres Rouges,95 min, Policier Horreur Mystère,24 janvier 2018 ,"6,3",9
8147032,ATM: Attempt to murder,108 min, Thriller,20 avril 2018 ,"9,5",47
7333966,Megalopolis,79 min, Mystère,24 juillet 2018 ,"7,1",20
8544336,Addict 2018,127 min, Drame,30 novembre 2018 ,,
7364784,"Strike, Dear Mistress, and Cure His Heart",71 min, Drame Horreur,25 septembre 2018 ,"5,5",21
9049520,Enduko Emo,134 min, Drame,2018,"5,4",7
6836602,Traataka,0 min, Policier Thriller,31 août 2018 ,"8,2",88
7319252,Lagos Landing,101 min, Action Romantique Thriller,3 mai 2018 ,,
7974204,Revan & Reina,98 min, Drame Romantique,29 mars 2018 ,"8,0",42
15830386,Watch My Love,90 min, Drame Sport,,,
8027286,Surfer,98 min, Drame,16 février 2018 ,"4,4",74
5698834,Jimmie,91 min, Drame,13 avril 2018 ,"6,0",285
7688086,Misoji onna wa romanchikku na yume o miru ka?,91 min, Comédie Policier,31 mars 2018 ,"5,3",7
6154710,die Expats,75 min, Drame,30 mars 2018 ,"6,2",27
5634556,Truth or Double Dare (TODD),62 min, Horreur,30 octobre 2018 ,"2,4",147
8212142,Kohalpur Express,0 min, Comédie,27 avril 2018 ,"7,2",19
5924480,Godina majmuna,112 min, Comédie Fantastique,3 janvier 2018 ,"6,8",117
5667474,La naissance de Narcisse,88 min, Drame Mystère Science-fiction,30 mai 2018 ,"6,1",7
8893870,Ai qing gong yu,117 min, Aventure Comédie Fantastique,10 août 2018 ,"2,7",139
6272678,Yeh Kaisa Tigdam,133 min, Drame,13 juillet 2018 ,"6,1",15
9684758,The Dark Hare,82 min, Horreur,30 octobre 2018 ,"8,3",11
3397096,Deux hommes en costume,139 min, Drame Historique,22 mars 2018 ,"5,9",155
8648840,Mama Told Me Not to Look Into the Sun,60 min, Drame,2018,,
7883448,Mirrors,90 min, Science-fiction Thriller,4 août 2018 ,"3,9",19
6524704,Here Be Dragons,70 min, Horreur,décembre 2018 ,"6,7",823
3661570,Pretty Broken,106 min, Comédie Drame,1 mai 2018 ,"5,3",670
8537758,Villavan: The Vigilante,120 min, Action Drame Thriller,19 avril 2018 ,"6,5",12
9242226,The Coldest Dish,0 min, Drame,5 mai 2018 ,,
6966316,Delenda,107 min, Comédie Drame,19 avril 2018 ,,
7724322,Rûmu rondaringu,108 min, Drame,7 juillet 2018 ,"6,4",152
8354628,The Feeling of Going,79 min, Musical,27 février 2018 ,"7,4",8
7823036,Finalmente sposi,90 min, Comédie,25 janvier 2018 ,"6,0",78
8335576,Tennen seikatsu,96 min, Comédie Drame Horreur,23 mars 2018 ,"6,3",102
8840492,Noxious,132 min, Horreur,13 août 2018 ,"2,8",102
6769168,Allt sem fer upp,0 min, Drame,,,
9718474,Os Príncipes,92 min, Drame,19 mai 2018 ,"4,5",10
5065678,It's Hard to Be Human,75 min, Drame,19 avril 2018 ,"4,8",13
7481212,Reiteki borisheviki,72 min, Horreur,10 février 2018 ,"5,8",42
6338444,Grindsploitation 5: Schlocksploitation,0 min, Horreur,1 juin 2018 ,"3,5",112
9174422,Karshanam,115 min, Thriller,23 novembre 2018 ,"6,3",19
9389562,Mujeres Cabronas,90 min, Action,9 septembre 2018 ,,
7947902,The Whitlow House,64 min, Horreur,mars 2018 ,"5,2",101
9471952,Sükut Evi,97 min, Drame,21 décembre 2018 ,"5,5",774
5886420,How to Get Rid of a Body (And Still Be Friends),95 min, Comédie,19 juin 2018 ,"4,9",107
16421172,Love Upon the Hills,0 min, Drame Romantique,2018,,
7954100,Zero to Heaven,90 min, Action Comédie Fantastique,5 mars 2018 ,"8,1",10
11011484,Inba Twinkle Lilly,152 min, Drame,29 juin 2018 ,"5,0",19
9038658,Disparo A Un Caballo Oscuro,0 min, Drame,20 août 2018 ,,
3521254,Letters to Paul Morrissey,78 min, Drame,29 novembre 2018 ,"7,0",81
5863566,Recuperando a mi Ex,95 min, Comédie Romantique,28 septembre 2018 ,"3,8",148
8912318,It Lives Inside,89 min, Horreur,7 août 2018 ,"3,0",123
8037650,Dressage,88 min, Drame Thriller,9 janvier 2018 ,"5,7",393
10888966,Rudra,147 min, Drame,5 janvier 2018 ,,
8915068,La fuitina sbagliata,80 min, Comédie,11 octobre 2018 ,"5,6",233
8409924,Comment tuer sa mère,90 min, Comédie,13 juin 2018 ,"3,7",172
9437016,Sea Beasts,0 min, Drame Horreur Mystère,16 octobre 2018 ,,
6645236,Blue,90 min, Comédie Drame,22 octobre 2018 ,"6,0",502
8461390,The Nikaidos' Fall,106 min, Drame,25 janvier 2018 ,"6,2",57
9230436,Pearl,61 min, Thriller,22 novembre 2018 ,"5,1",16
7680734,La isla rota,98 min, Drame,13 juin 2018 ,"7,1",35
6554890,Licentious,0 min, Drame,2018,,
6710888,Terror Talk,89 min, Horreur,22 août 2018 ,"3,3",123
6772586,Parallel Parking,74 min, Drame,6 octobre 2018 ,"9,3",25
19872388,Honey Bunny as Super Team X,2018201848 min, Animation Action Comédie,5 novembre 2018 ,,
4857496,Chacrinha: O Velho Guerreiro,114 min, Biographique Comédie Drame,8 novembre 2018 ,"6,7",379
7730856,Figuras,85 min, Drame,25 septembre 2018 ,"7,2",17
8056916,The Goodbye Girl,2018201854 min, Drame,25 mars 2018 ,"6,8",68
12881030,Roja Maaligai,103 min, Drame,6 juillet 2018 ,,
15699244,June,106 min, Comédie Romantique,2 février 2018 ,,
8309496,Dakini,125 min, Comédie Thriller,24 octobre 2018 ,"5,1",100
8425840,Cariños,124 min, Drame,8 février 2018 ,,
9647330,G Saat,105 min, Animation Policier Drame,novembre 2018 ,"6,0",262
8286142,Ek Aasha,123 min, Drame,,"8,0",12
9392532,Neighbors,90 min, Comédie Drame,20 août 2018 ,"7,8",83
8563706,El-Ablah Tam-Tam,88 min, Comédie,15 juin 2018 ,"3,3",143
7013450,Scenes from a Breakup,94 min, Drame,6 octobre 2018 ,"9,2",6
7967754,4 Histoires fantastiques,80 min, Science-fiction,14 février 2018 ,"6,5",17
7662062,Girls Life,0 min, Comédie,8 août 2018 ,,
4694510,Pink,0 min, Comédie Drame,8 novembre 2018 ,,
9872488,Anatoli's Dream,100 min, Drame,12 février 2018 ,,
7679190,Daraa,113 min, Action Drame Historique,13 avril 2018 ,"5,7",215
7143874,Bahar Zmien,94 min, Drame,27 décembre 2018 ,"5,1",20
9806304,Klubare,100 min, Comédie Policier Musical,11 octobre 2018 ,"2,2",105
3767208,Dark Vale,84 min, Horreur,22 mai 2018 ,"4,1",124
9252692,Monster,86 min, Science-fiction Thriller,19 septembre 2018 ,"6,5",27
9591082,"Tarp musu, mergaiciu",90 min, Comédie,28 décembre 2018 ,"3,9",134
9083724,Love and Four Walls,96 min, Drame,16 septembre 2018 ,"2,6",35
8648974,Sooner or Later,96 min, Comédie Drame,11 juillet 2018 ,"7,0",24
7408772,Hana wa sakuka,88 min, Drame,24 février 2018 ,"5,6",80
9173998,Beauty and the Beast,60 min, Famille Fantastique Comédie Musicale,15 novembre 2018 ,"7,2",17
6319914,"Dig That, Zeebo Newton",90 min, Drame,28 juin 2018 ,"8,6",19
7525744,Respond,0 min, Action,30 juin 2018 ,,
8080354,Mitti-back to roots,0 min, Drame,26 janvier 2018 ,"8,7",40
7010594,The Underdog,90 min, Action,1 décembre 2018 ,,
9030150,Home Sweet Home,125 min, Famille,28 septembre 2018 ,"7,7",25
7336396,Sreehalli,122 min, Comédie,8 juin 2018 ,,
8686074,Grandmother's Gold,80 min, Comédie,10 juillet 2018 ,"7,3",174
8358530,Caregiver,65 min, Comédie Drame,16 mai 2018 ,,
8869128,Summer Camp,128 min, Comédie Drame,26 octobre 2018 ,"7,8",15
7210252,"Kyonen no fuyu, kimi to wakare",119 min, Policier Drame Mystère,10 mars 2018 ,"6,6",478
14061180,Heart of True Love,125 min, Romantique,15 février 2018 ,,
7765984,Something Inside Is Broken,116 min, Comédie Musicale,26 mars 2018 ,,
8466044,Rescue Bus 300,75 min, Thriller,5 mai 2018 ,"7,2",25
9151040,My Sister's Silence,99 min, Drame,30 septembre 2018 ,"5,6",23
3813404,Groupies,82 min, Thriller,2018,"4,4",45
8089220,Selfie,80 min, Biographique Drame,27 avril 2018 ,"1,2",345
8870908,Queen of Rio,72 min, Comédie,29 août 2018 ,"4,9",11
8101840,The last day before June,75 min, Drame,31 mai 2018 ,"5,9",9
5953278,Housesitters,63 min, Comédie Horreur,28 avril 2018 ,"4,9",68
9094134,"Rona, Madar-e Azim",80 min, Drame,13 septembre 2018 ,"6,4",360
8324474,Hope Aur Hum,96 min, Comédie Drame Famille,11 mai 2018 ,"6,3",445
8896396,Asandhimitta,98 min, Drame,22 mars 2018 ,"7,1",56
8174250,Casting Chloe,0 min, Comédie Drame,28 mars 2018 ,"8,2",7
8425414,Looking for Lucky,100 min, Comédie Drame Famille,2 avril 2018 ,"6,3",10
1670249,Janaki,92 min, Drame Famille,23 février 2018 ,,
8589146,The Sentries,73 min, Famille,juin 2018 ,"5,4",47
6948754,Inaam 100 Karod,0 min, Thriller,13 septembre 2018 ,,
7271882,"Nucléaire, non merci!",123 min, Drame Historique,20 septembre 2018 ,"6,9",502
12300832,Panchaali,49 min, Action,26 mai 2018 ,"5,8",22
8426828,Haunted Transylvania 2,71 min, Animation,18 septembre 2018 ,"2,4",90
7529360,Mandao of the Dead,74 min, Comédie Horreur Science-fiction,11 novembre 2018 ,"4,7",131
8505540,Mazi ta fagame,101 min, Comédie,22 février 2018 ,"3,7",139
9238590,Jam,102 min, Drame Musical,1 décembre 2018 ,"6,8",125
7645880,Switching Places,0 min, Comédie Fantastique,10 avril 2018 ,,
8993400,Shimajirou the Movie: Great Adventure on Magic Island,60 min, Animation,9 mars 2018 ,,
6720900,Light as Feathers,86 min, Drame,4 octobre 2018 ,"6,7",120
8461330,Trening lichnostnogo rosta,114 min, Policier Drame Famille,31 janvier 2018 ,"7,0",59
8123998,Reparation,0 min, Action Policier Drame,1 avril 2018 ,"8,2",23
7627800,Last Campsite,0 min, Thriller,,,
8997038,Unstill,78 min, Aventure Drame,13 septembre 2018 ,"8,2",16
8879650,Cartel De Akilo,0 min, Action,29 juin 2018 ,,
8558596,Horror and Hamsters,82 min, Comédie Horreur,2 juin 2018 ,"4,0",148
5811342,Namae,114 min, Drame Mystère,30 juin 2018 ,"5,5",22
5443372,Psychomanteum,86 min, Horreur,26 juillet 2018 ,"4,4",214
8666936,Louder,115 min, Drame,25 septembre 2018 ,"8,0",23
7085632,Christ(Off),91 min, Comédie,11 juillet 2018 ,"4,1",154
7128498,Pauvre Georges!,113 min, Drame,3 juillet 2018 ,"5,2",70
8228588,Yu zhou you ai lang man tong you,92 min, Comédie Fantastique Musical,2 mars 2018 ,"6,7",31
7856410,Codicia,176 min, Action Aventure Drame,20 février 2018 ,,
5319596,Something Horrible,80 min, Thriller,18 décembre 2018 ,"6,1",29
8137380,AI is coming,92 min, Comédie Romantique Science-fiction,14 mars 2018 ,,
7588904,Nocturnal,0 min, Thriller,,"6,1",13
4335810,Rosalie,96 min, Comédie,12 août 2018 ,"6,2",7
7433400,The Invisible Man,0 min, Horreur Thriller,26 juillet 2018 ,"4,7",31
8677444,One and a Half Prince,105 min, Drame,7 septembre 2018 ,"4,9",117
8492672,Man Running,90 min, Drame,17 septembre 2018 ,"5,7",10
6399814,Freak in the Basement,2018201849 min, Horreur,12 mai 2018 ,"2,1",36
5607038,Todo Clichê do Amor,83 min, Comédie Romantique,12 avril 2018 ,"6,2",46
6671284,Troisièmes noces,98 min, Comédie Drame,13 juin 2018 ,"6,4",71
8979434,Guru ji: Ahead of time,0 min, Biographique,28 septembre 2018 ,,
4156056,Hollywood and Vine,134 min, Action,10 mai 2018 ,,
8565278,Ögrenci Kafasi: Soygun,0 min, Comédie,11 mai 2018 ,"5,4",21
7766144,Allons enfants,61 min, Comédie,18 avril 2018 ,"6,2",75
9057168,Dantza,98 min, Drame Comédie Musicale,4 septembre 2018 ,"6,7",102
7329058,Hashire! T-kô Basket bu,115 min, Drame Sport,3 novembre 2018 ,"5,8",34
12826878,Mission Imposible,0 min, Comédie,1 avril 2018 ,"4,5",14
7319532,27: El club de los malditos,0 min, Action Comédie Policier,4 janvier 2018 ,"3,7",389
8365312,Hyper,130 min, Romantique,18 juin 2018 ,,
9074150,Nithyaharitha Nayakan,155 min, Comédie,16 novembre 2018 ,"5,3",89
6523656,This Weekend Will Change Your Life,101 min, Drame Thriller,14 juillet 2018 ,"4,1",60
10462302,Disturbed Souls on Campus,86 min, Horreur Thriller,9 novembre 2018 ,,
6079832,The Dirty Kind,85 min, Policier Drame Thriller,16 mai 2018 ,"6,1",86
10160686,Hymn: Sarah Brightman In Concert,0 min, Musical,8 novembre 2018 ,"7,7",16
6670330,Constance,0 min, Horreur,18 août 2018 ,,
7644878,O Avental Rosa,111 min, Drame,24 août 2018 ,"7,8",17
11370050,A Better Family,90 min, Drame Romantique,1 novembre 2018 ,,
8938526,American Antichrist,2018201850 min, Horreur,31 octobre 2018 ,"7,7",83
4444682,Raquel,104 min, Drame,octobre 2018 ,,
11768034,The Secret: Suster Ngesot Urban Legend,82 min, Drame Horreur Mystère,26 avril 2018 ,"3,5",64
8096198,Noah Wise,84 min, Comédie Drame,20 octobre 2018 ,"7,9",19
8615746,De inspirator,102 min, Comédie Drame,6 septembre 2018 ,"5,2",27
15388310,My Little Sister's Friend,72 min, Romantique,10 mai 2018 ,,
4734108,Suburban Coven,110 min, Thriller,15 septembre 2018 ,"3,7",65
13322918,Zhang Sanfeng zhi moshi xiong bing,89 min, Action,14 avril 2018 ,"8,0",11
8767958,Toren,112 min, Drame,24 avril 2018 ,"9,2",22
9059898,Gure oroitzapenak,96 min, Drame,10 octobre 2018 ,"5,6",6
10810098,The Persuit of Love,101 min, Comédie Famille Comédie Musicale,19 septembre 2018 ,,
9118870,Ente Ummante Peru,131 min, Drame,21 décembre 2018 ,"6,7",956
13840552,Rosa Mistica,0 min, Historique,30 août 2018 ,,
7600418,Les routes en février,84 min, Drame,21 février 2018 ,"5,7",87
8615816,Occult Angel,66 min, Mystère,21 juin 2018 ,"4,2",148
10196778,The Prison of Silence,80 min, Drame,21 novembre 2018 ,,
9043166,Maizi de gaitou,120 min, Drame Romantique,août 2018 ,,
10395046,Aria,120 min, Drame,17 novembre 2018 ,,
18291854,Schoolmistress 2,72 min,,,,
7858408,Locos de Amor 2,104 min, Comédie Musicale,14 février 2018 ,"5,3",130
9437052,Widdi Atkallam,73 min, Comédie Drame,6 décembre 2018 ,"5,6",19
6394618,Absolute Debauchery,80 min, Policier,24 mai 2018 ,,
11724826,Werewolf Game: Crazy Fox,97 min, Horreur Thriller,5 janvier 2018 ,"5,8",115
5799948,Shinpan,118 min, Drame,juillet 2018 ,"7,5",16
6799254,Miriam Miente,90 min, Drame,30 novembre 2018 ,"6,5",126
6118442,Whispering Sands,95 min, Drame,26 avril 2018 ,"8,4",47
8463258,Yin bao dian,110 min, Policier Drame,31 août 2018 ,"5,7",193
8443434,Happiness Is Coming,0 min, Comédie,8 juin 2018 ,"2,6",11
7532392,Birds of a Feather 2,89 min, Drame,14 février 2018 ,"4,7",61
8824878,Sorma Neden,81 min, Comédie,21 septembre 2018 ,"4,5",73
7491516,Giants Do Fall: The Story of David,81 min, Drame,23 avril 2018 ,,
7714802,Pour vivre heureux,88 min, Drame Romantique,5 décembre 2018 ,"6,3",68
9211200,Project Dead Zone,2018201848 min, Horreur,16 octobre 2018 ,"8,2",7
5011510,Kryptonights,90 min, Action,5 septembre 2018 ,"5,1",10
6327284,All Eyes on You,89 min, Drame Mystère Thriller,16 février 2018 ,"5,5",33
7382680,MMO:IRL,90 min, Aventure Comédie Fantastique,2018,,
6254732,Lovers on Borders,136 min, Drame Romantique,10 novembre 2018 ,"5,4",32
7822050,Zlatý podraz,106 min, Drame Sport,25 octobre 2018 ,"5,8",109
7441876,Dört Köseli Üçgen,88 min, Drame,27 juillet 2018 ,"5,9",363
9173268,7 Miljardi Gadu Pirms Pasaules Gala,79 min, Drame Romantique,25 octobre 2018 ,"6,3",69
9121612,Agent 044: Operation Geghard,0 min, Comédie Policier,18 octobre 2018 ,"7,0",28
3129196,The Angry World of Brian Webster,0 min, Comédie,21 juin 2018 ,"7,8",15
8141238,Interrupted Marriage,2018201845 min, Drame Famille Romantique,2018,"4,2",5
8921800,Neeyum Naanum,136 min, Romantique,20 septembre 2018 ,"7,2",28
7496972,Operasjon Mørkemann,82 min, Famille Mystère,23 mars 2018 ,"5,6",91
12771318,Edakallu Guddada Mele,122 min, Drame,11 mai 2018 ,,
6628198,Win Marathon,94 min, Drame Sport,10 décembre 2018 ,"9,1",74
7471350,Cine Loteria,89 min, Comédie Romantique,31 août 2018 ,"8,7",25
5829490,By the Grace of God,2018201847 min, Thriller,2018,"9,4",9
3863922,Consciousness,90 min, Action Drame Fantastique,2 mai 2018 ,,
7370234,Angst,99 min, Mystère,23 janvier 2018 ,"5,2",7
9061192,Problemo,89 min, Mystère Thriller,15 octobre 2018 ,"7,7",65
8155556,The Accompanist,93 min, Drame Fantastique,,,
7126450,Deep of the Sea,0 min, Action Fantastique Romantique,27 juin 2018 ,"7,0",5
9327304,The Wheel of Punishment 2,0 min, Comédie,23 novembre 2018 ,"8,4",36
7867358,Mulheres Alteradas,87 min, Comédie,5 juillet 2018 ,"5,3",172
7986790,Gekijouban Macross Delta: Gekijou no Walküre,120 min, Animation,9 février 2018 ,"6,5",42
5898712,Traición,87 min, Policier Drame Romantique,10 mars 2018 ,"6,0",23
8821718,Puta 109,0 min, Policier,28 septembre 2018 ,"7,5",19
8430326,Yun dong xue gai lun,75 min, Romantique Sport,26 avril 2018 ,"6,9",33
7351220,Buon lavoro,0 min, Comédie,10 octobre 2018 ,,
6781018,Respirar,70 min, Drame,10 mai 2018 ,"6,9",11
9520714,Hentai kazoku: Aoi umi ni idakarete,0 min,,26 janvier 2018 ,,
6628508,Our Eddy,2018201845 min, Drame Thriller,18 juillet 2018 ,"6,9",11
7636844,Retorno,120 min, Drame,2018,,
7460110,Stille Storm,2018201850 min, Drame,12 janvier 2018 ,"6,5",15
5097570,"I, Matter",65 min, Drame,14 octobre 2018 ,,
7974444,Conducta animal,0 min, Horreur,28 mai 2018 ,"4,6",9
8493028,Pari Hoon Main: I'm a Fairy,110 min, Drame Famille,7 septembre 2018 ,"8,7",9
5918734,Stadium Anthems,99 min, Comédie Drame Musical,2018,"8,1",222
3978358,Tommy Battles the Silver Sea Dragon,110 min, Fantastique Comédie Musicale,15 janvier 2018 ,"6,0",74
10395672,Hapi ang buhay: The Musical,0 min, Comédie Musicale,2018,,
6772188,I May Regret,100 min, Thriller,11 juillet 2018 ,"8,6",48
5498892,Jack Versus Josephine,100 min, Comédie Horreur,17 novembre 2018 ,"6,6",12
9447676,Yo-kai Watch: Forever Friends,100 min, Action Aventure Famille,14 décembre 2018 ,"6,8",29
20860740,Wild Fire,0 min, Drame,10 juin 2018 ,,
5784346,Revenge of the Dragon,0 min, Policier,2018,,
6946200,Rickey L Colbert Jr's Where the Truth Lies,0 min, Drame,2018,,
9546330,Phee Toh Ra Sap,80 min, Horreur,8 novembre 2018 ,"4,8",34
7961558,Tuzdan Kaide,71 min, Drame,19 octobre 2018 ,"5,2",177
9460410,Tor opekkhay,110 min, Drame,14 décembre 2018 ,"8,3",6
7931978,Kamsi,0 min, Action,septembre 2018 ,,
7477820,Sweeney Killing Sweeney,100 min, Comédie,30 mai 2018 ,"6,3",48
7777960,Love Espionage: Spy Revenge,86 min, Romantique,14 février 2018 ,"6,9",12
7517162,Berry Leaves,81 min, Drame,25 novembre 2018 ,,
5357790,Without You,82 min, Action Drame Musical,2018,"6,6",26
13871402,Rifftrax: A Talking Cat!?!,85 min, Comédie,26 juillet 2018 ,"6,6",57
9120974,El reality,104 min, Comédie,4 octobre 2018 ,"6,4",67
8000708,Emperor of Hell,0 min, Drame,2018,"6,3",32
6058070,Silent Times,90 min, Action Comédie Drame,14 septembre 2018 ,"6,2",11
4305160,The Iced Hunter,97 min, Action Fantastique Horreur,28 mai 2018 ,"4,3",36
7944750,Disguise,0 min, Aventure Comédie Romantique,2 mars 2018 ,,
7304032,Kanikuly prezidenta,105 min, Comédie,18 janvier 2018 ,"4,6",296
8016004,Zombie Beauty Pageant: Drop Dead Gorgeous,82 min, Thriller,2 février 2018 ,"3,4",46
9349050,Chvilky,93 min, Drame,22 novembre 2018 ,"6,5",141
8716236,The Calling,2018201846 min, Biographique,8 novembre 2018 ,"5,6",10
6238798,Face au vent,108 min, Drame,5 juin 2018 ,"6,1",256
10746674,Party Day Massacre Stories,76 min, Comédie Horreur,10 avril 2018 ,"2,8",27
9525200,Sex Adventure: Wonder Eros,0 min,,27 avril 2018 ,,
6590982,Case 137,69 min, Drame,18 août 2018 ,"5,0",20
8197158,Amutha,0 min, Policier Comédie Musicale Thriller,31 août 2018 ,"6,3",18
7145276,Headshots,89 min, Horreur,5 décembre 2018 ,"4,2",17
7935892,The Oscar Nominated Short Films 2018: Live Action,96 min, Action Drame,9 février 2018 ,"8,0",208
8364446,Trunk,130 min, Horreur,13 juillet 2018 ,"4,5",43
5198756,Two Pictures,103 min, Drame,2 mars 2018 ,"5,7",22
8938594,The Writer,0 min, Comédie Drame,1 novembre 2018 ,,
6349194,"Madness, Farewell",87 min, Comédie Drame,novembre 2018 ,"7,3",23
6236738,Last Supper,77 min, Thriller,1 novembre 2018 ,"4,8",58
7323746,Bairi Kangna 2,0 min, Drame,avril 2018 ,"7,4",8
8065772,Benyamin Biang Kerok,95 min, Comédie,1 mars 2018 ,"3,0",252
6424350,Secrets of a Small Town,0 min, Drame Mystère Thriller,2018,,
7702156,Xi Bo Li Ya feng yun,64 min, Action,2018,,
11644348,London Love Story 3,86 min, Drame Romantique,8 février 2018 ,"7,9",39
9343380,Chan Tara,147 min, Comédie,30 novembre 2018 ,"5,1",7
9209288,All Souls Night,91 min, Horreur,31 octobre 2018 ,"5,5",14
4241778,Head Above Water,2018201854 min, Comédie,10 février 2018 ,"5,7",50
6918686,Peropero: Breakdown in Tokyo,84 min, Comédie Drame Musical,30 août 2018 ,"5,5",14
8676424,Suzuki-ke no uso,133 min, Drame,16 novembre 2018 ,"6,4",165
9165526,Bhale Manchi Chowka Beram,134 min, Comédie Drame Thriller,5 octobre 2018 ,"6,3",86
6995682,La terre est plate,76 min, Comédie Drame,13 octobre 2018 ,,
7678460,Firkee,113 min, Drame,2 mars 2018 ,"8,9",20
7929130,Citizen Erased,0 min, Policier Drame Thriller,17 mars 2018 ,,
7248490,Flimsy Company,71 min, Comédie Drame,30 octobre 2018 ,"4,5",36
8026546,The Dinner Party,70 min, Drame,2018,"6,4",25
9472074,Müsaadenizle Büyükler,100 min, Aventure Comédie Famille,28 décembre 2018 ,"5,3",12
8727708,Dark Justice,78 min, Policier,19 juillet 2018 ,"7,4",8
13678364,"An Underwear Company Is Designing A New Range of Sporty Lingerie. Three Competitive Female Employees Volunteer Themselves As Models, Leading to A Raunchy Presentation in Underwear",0 min, Drame,6 juin 2018 ,,
7331976,Vecne tvá neverná,0 min, Comédie Romantique,22 février 2018 ,"3,3",55
9434772,Slime,76 min, Policier Drame Musical,26 novembre 2018 ,"5,7",46
9178978,Eclipsed,63 min, Drame Fantastique Science-fiction,,,
9174108,60 Days of Summer,94 min, Drame,25 octobre 2018 ,"6,4",30
5490896,Enterrados,102 min, Drame,10 mai 2018 ,"5,4",53
8599324,Police Junior,143 min, Action Thriller,22 juin 2018 ,"6,6",8
6098500,The Manhattan Front,85 min, Drame Historique Guerre,février 2018 ,"5,6",6
12362168,Pickled Movies,0 min,,2018,,
9025040,Norah,0 min, Fantastique Romantique,1 novembre 2018 ,"6,1",15
13445980,Stupid Lovers,0 min, Romantique,28 décembre 2018 ,,
4741540,Run Kai Run,2018201845 min, Drame Sport,10 août 2018 ,,
7673882,"Ten, kdo te miloval",88 min, Comédie Policier Fantastique,8 novembre 2018 ,"3,4",59
7235958,Kaathadi,119 min, Drame,23 février 2018 ,"6,4",46
11011650,Ghoonghat Mein Ghotala,156 min, Drame,20 juillet 2018 ,,
7175988,Zoufalé zeny delají zoufalé veci,82 min, Comédie,18 janvier 2018 ,"2,8",106
9025112,Domingo,94 min, Comédie Drame,10 octobre 2018 ,"5,7",184
9121194,Red Call,85 min, Drame,4 octobre 2018 ,"8,4",15
7290716,Sea Opening,117 min, Drame,10 février 2018 ,,
8490658,Email Female,0 min, Drame,2018,,
6861078,Musk,108 min, Drame,2018,"6,7",12
5420406,Grace and Gravity,80 min, Drame,2018,"6,2",75
8875872,Avengers: Reassembled,2018201852 min, Science-fiction,8 juin 2018 ,"7,0",12
8913848,Staycation,0 min, Comédie Drame,21 septembre 2018 ,,
9140104,Daydream Nation,0 min, Musical,23 octobre 2018 ,,
8933672,Pathibeku.com,0 min, Drame,7 septembre 2018 ,"8,4",5
9586212,Cigüeñas,85 min, Drame,4 août 2018 ,"5,8",11
11011540,Hot Bread (Issiq Non),87 min, Drame,18 décembre 2018 ,"6,1",15
8853032,Nadodi Kanavu,123 min, Action,3 août 2018 ,,
6996644,Everything Outside,86 min, Drame,16 septembre 2018 ,"6,9",14
7762616,Yet to Rule,93 min, Drame,7 décembre 2018 ,"5,2",100
6478512,Hastrman,98 min, Drame Fantastique Mystère,19 avril 2018 ,"6,1",236
8357334,Bagcik,92 min, Drame,7 juin 2018 ,"4,9",32
5807544,Rainbow Fields,90 min, Drame,8 février 2018 ,"7,0",12
11137840,Billiard Girl,0 min, Drame,2018,"8,1",13
20724306,Hop Step Jump!,70 min, Comédie Romantique,15 décembre 2018 ,,
8530898,Father and Hero,102 min, Policier Drame,,"5,9",8
8365042,Raja loves radhe,0 min, Romantique,11 mai 2018 ,,
9390058,Erken Kisher,100 min, Drame,8 décembre 2018 ,"6,2",32
8396250,Aadi Purana,139 min, Drame,2018,"7,1",32
8590114,Ultravokal,94 min, Drame Western,8 mai 2018 ,"6,4",9
7971388,Damaru Ko Dandibiyo,138 min, Drame Sport,4 mai 2018 ,"8,4",52
10468082,Qi hao gong guan,0 min,,11 mai 2018 ,,
4847246,Just Between Us,106 min, Aventure Comédie Drame,31 mai 2018 ,"6,6",104
